dataset,reason,sample_id,sample_idx
musique,"CUDA out of memory. Tried to allocate 4.59 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.49 GiB is allocated by PyTorch, and 4.21 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",57,57
musique,"CUDA out of memory. Tried to allocate 4.75 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.75 GiB is allocated by PyTorch, and 3.95 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",58,58
musique,"CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.58 GiB is allocated by PyTorch, and 4.12 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",59,59
musique,"CUDA out of memory. Tried to allocate 5.09 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 14.17 GiB is allocated by PyTorch, and 8.53 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",60,60
musique,"CUDA out of memory. Tried to allocate 4.15 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 17.82 GiB is allocated by PyTorch, and 4.88 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",61,61
musique,"CUDA out of memory. Tried to allocate 4.12 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 17.77 GiB is allocated by PyTorch, and 4.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",62,62
musique,"CUDA out of memory. Tried to allocate 4.87 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.92 GiB is allocated by PyTorch, and 3.78 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",63,63
musique,"CUDA out of memory. Tried to allocate 4.96 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 19.06 GiB is allocated by PyTorch, and 3.64 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",64,64
musique,"CUDA out of memory. Tried to allocate 4.55 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.43 GiB is allocated by PyTorch, and 4.27 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",65,65
musique,"CUDA out of memory. Tried to allocate 5.05 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 19.21 GiB is allocated by PyTorch, and 3.49 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",66,66
musique,"CUDA out of memory. Tried to allocate 4.35 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.12 GiB is allocated by PyTorch, and 4.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",67,67
musique,"CUDA out of memory. Tried to allocate 5.45 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 14.37 GiB is allocated by PyTorch, and 8.33 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",68,68
musique,"CUDA out of memory. Tried to allocate 4.67 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.61 GiB is allocated by PyTorch, and 4.09 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",69,69
musique,"CUDA out of memory. Tried to allocate 4.73 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.71 GiB is allocated by PyTorch, and 3.99 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",70,70
musique,"CUDA out of memory. Tried to allocate 3.93 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 17.47 GiB is allocated by PyTorch, and 5.23 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",71,71
musique,"CUDA out of memory. Tried to allocate 4.71 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.68 GiB is allocated by PyTorch, and 4.02 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",72,72
musique,"CUDA out of memory. Tried to allocate 4.70 GiB. GPU 0 has a total capacity of 23.56 GiB of which 557.25 MiB is free. Including non-PyTorch memory, this process has 23.01 GiB memory in use. Of the allocated memory 18.67 GiB is allocated by PyTorch, and 4.03 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",73,73
musique,"CUDA out of memory. Tried to allocate 6.85 GiB. GPU 0 has a total capacity of 23.56 GiB of which 6.44 GiB is free. Including non-PyTorch memory, this process has 17.11 GiB memory in use. Of the allocated memory 15.12 GiB is allocated by PyTorch, and 1.68 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",74,74
musique,"CUDA out of memory. Tried to allocate 6.60 GiB. GPU 0 has a total capacity of 23.56 GiB of which 6.44 GiB is free. Including non-PyTorch memory, this process has 17.11 GiB memory in use. Of the allocated memory 14.99 GiB is allocated by PyTorch, and 1.81 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",75,75
musique,"CUDA out of memory. Tried to allocate 7.21 GiB. GPU 0 has a total capacity of 23.56 GiB of which 6.44 GiB is free. Including non-PyTorch memory, this process has 17.11 GiB memory in use. Of the allocated memory 15.32 GiB is allocated by PyTorch, and 1.49 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",76,76
musique,"CUDA out of memory. Tried to allocate 4.61 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.83 GiB is free. Including non-PyTorch memory, this process has 21.72 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 2.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",77,77
musique,"CUDA out of memory. Tried to allocate 5.11 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.78 GiB is free. Including non-PyTorch memory, this process has 21.77 GiB memory in use. Of the allocated memory 19.30 GiB is allocated by PyTorch, and 2.16 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",78,78
musique,"CUDA out of memory. Tried to allocate 4.45 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.78 GiB is free. Including non-PyTorch memory, this process has 21.77 GiB memory in use. Of the allocated memory 18.28 GiB is allocated by PyTorch, and 3.18 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",79,79
musique,"CUDA out of memory. Tried to allocate 4.93 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.46 GiB is free. Including non-PyTorch memory, this process has 22.09 GiB memory in use. Of the allocated memory 19.02 GiB is allocated by PyTorch, and 2.76 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",80,80
musique,"CUDA out of memory. Tried to allocate 4.54 GiB. GPU 0 has a total capacity of 23.56 GiB of which 1.46 GiB is free. Including non-PyTorch memory, this process has 22.09 GiB memory in use. Of the allocated memory 18.42 GiB is allocated by PyTorch, and 3.36 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",81,81
musique,"CUDA out of memory. Tried to allocate 5.69 GiB. GPU 0 has a total capacity of 23.56 GiB of which 911.25 MiB is free. Including non-PyTorch memory, this process has 22.66 GiB memory in use. Of the allocated memory 20.18 GiB is allocated by PyTorch, and 2.17 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",82,82
musique,"CUDA out of memory. Tried to allocate 5.04 GiB. GPU 0 has a total capacity of 23.56 GiB of which 801.25 MiB is free. Including non-PyTorch memory, this process has 22.77 GiB memory in use. Of the allocated memory 19.18 GiB is allocated by PyTorch, and 3.28 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",83,83
musique,"CUDA out of memory. Tried to allocate 5.05 GiB. GPU 0 has a total capacity of 23.56 GiB of which 783.25 MiB is free. Including non-PyTorch memory, this process has 22.79 GiB memory in use. Of the allocated memory 19.21 GiB is allocated by PyTorch, and 3.27 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",84,84
musique,"CUDA out of memory. Tried to allocate 4.63 GiB. GPU 0 has a total capacity of 23.56 GiB of which 783.25 MiB is free. Including non-PyTorch memory, this process has 22.79 GiB memory in use. Of the allocated memory 18.55 GiB is allocated by PyTorch, and 3.93 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",85,85
musique,"CUDA out of memory. Tried to allocate 4.83 GiB. GPU 0 has a total capacity of 23.56 GiB of which 783.25 MiB is free. Including non-PyTorch memory, this process has 22.79 GiB memory in use. Of the allocated memory 18.86 GiB is allocated by PyTorch, and 3.62 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",86,86
musique,"CUDA out of memory. Tried to allocate 4.64 GiB. GPU 0 has a total capacity of 23.56 GiB of which 783.25 MiB is free. Including non-PyTorch memory, this process has 22.79 GiB memory in use. Of the allocated memory 18.57 GiB is allocated by PyTorch, and 3.91 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",87,87
musique,"CUDA out of memory. Tried to allocate 4.76 GiB. GPU 0 has a total capacity of 23.56 GiB of which 783.25 MiB is free. Including non-PyTorch memory, this process has 22.79 GiB memory in use. Of the allocated memory 18.75 GiB is allocated by PyTorch, and 3.72 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",88,88
musique,"CUDA out of memory. Tried to allocate 6.32 GiB. GPU 0 has a total capacity of 23.56 GiB of which 131.25 MiB is free. Including non-PyTorch memory, this process has 23.42 GiB memory in use. Of the allocated memory 21.16 GiB is allocated by PyTorch, and 1.95 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",89,89
musique,"CUDA out of memory. Tried to allocate 5.88 GiB. GPU 0 has a total capacity of 23.56 GiB of which 131.25 MiB is free. Including non-PyTorch memory, this process has 23.42 GiB memory in use. Of the allocated memory 14.60 GiB is allocated by PyTorch, and 8.51 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",90,90
musique,"CUDA out of memory. Tried to allocate 6.41 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 21.30 GiB is allocated by PyTorch, and 1.91 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",91,91
musique,"CUDA out of memory. Tried to allocate 4.48 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.32 GiB is allocated by PyTorch, and 4.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",92,92
musique,"CUDA out of memory. Tried to allocate 4.61 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.52 GiB is allocated by PyTorch, and 4.69 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",93,93
musique,"CUDA out of memory. Tried to allocate 4.70 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.67 GiB is allocated by PyTorch, and 4.54 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",94,94
musique,"CUDA out of memory. Tried to allocate 4.37 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.15 GiB is allocated by PyTorch, and 5.05 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",95,95
musique,"CUDA out of memory. Tried to allocate 5.34 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.31 GiB is allocated by PyTorch, and 8.89 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",96,96
musique,"CUDA out of memory. Tried to allocate 5.57 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.43 GiB is allocated by PyTorch, and 8.77 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",97,97
musique,"CUDA out of memory. Tried to allocate 4.62 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.53 GiB is allocated by PyTorch, and 4.67 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",98,98
musique,"CUDA out of memory. Tried to allocate 4.70 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.67 GiB is allocated by PyTorch, and 4.54 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",99,99
musique,"CUDA out of memory. Tried to allocate 4.67 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.62 GiB is allocated by PyTorch, and 4.58 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",100,100
wikimqa,"CUDA out of memory. Tried to allocate 6.40 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.88 GiB is allocated by PyTorch, and 8.32 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",1,1
wikimqa,"CUDA out of memory. Tried to allocate 4.90 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.98 GiB is allocated by PyTorch, and 4.23 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",2,2
wikimqa,"CUDA out of memory. Tried to allocate 5.69 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.50 GiB is allocated by PyTorch, and 8.71 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",3,3
wikimqa,"CUDA out of memory. Tried to allocate 4.77 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.77 GiB is allocated by PyTorch, and 4.44 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",4,4
wikimqa,"CUDA out of memory. Tried to allocate 6.16 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.75 GiB is allocated by PyTorch, and 8.45 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",5,5
wikimqa,"CUDA out of memory. Tried to allocate 5.33 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.31 GiB is allocated by PyTorch, and 8.90 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",6,6
wikimqa,"CUDA out of memory. Tried to allocate 5.52 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.41 GiB is allocated by PyTorch, and 8.80 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",7,7
wikimqa,"CUDA out of memory. Tried to allocate 4.29 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 18.03 GiB is allocated by PyTorch, and 5.17 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",8,8
wikimqa,"CUDA out of memory. Tried to allocate 4.95 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 19.05 GiB is allocated by PyTorch, and 4.16 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",9,9
wikimqa,"CUDA out of memory. Tried to allocate 4.94 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 19.03 GiB is allocated by PyTorch, and 4.17 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",10,10
wikimqa,"CUDA out of memory. Tried to allocate 5.11 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.18 GiB is allocated by PyTorch, and 9.02 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",11,11
wikimqa,"CUDA out of memory. Tried to allocate 5.12 GiB. GPU 0 has a total capacity of 23.56 GiB of which 39.25 MiB is free. Including non-PyTorch memory, this process has 23.51 GiB memory in use. Of the allocated memory 14.19 GiB is allocated by PyTorch, and 9.01 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",12,12
